pickup_latitude,pickup_longitude
40.73542355,-73.96981889
40.6734642,-73.98707734
40.73666938,-74.02618607
40.73286905,-74.00299211
40.70600681,-73.98295247
40.70984628,-73.99688183
40.6874362,-73.96039774
40.74984964,-74.01421564
40.71738661,-74.02429315
40.69124299,-74.04745286
40.70899809,-73.9701311
40.66446796,-73.9716652
40.72365992,-73.9581256
40.67220832,-74.04599497
40.71545223,-73.98348369
40.76091499,-73.9978499
40.66519835,-74.02789166
40.69159537,-74.05405638
40.67858834,-73.99745616
40.67820711,-74.01855083
40.70236007,-74.01120871
40.72456389,-74.03010022
40.74347641,-74.00929468
40.73917,-73.96738585
40.72242884,-73.96331648
40.69289718,-74.02865786
40.73363223,-73.9987602
40.66913302,-74.00761118
40.72572014,-73.96101601
40.68365441,-74.03544911
40.68236302,-73.99446624
40.68633096,-73.9972747
40.68007767,-73.98978669
40.66377767,-74.04904507
40.72581282,-74.02942512
40.73418874,-74.02249038
40.66337949,-74.0368288
40.75560744,-74.04541909
40.71650786,-74.01135507
40.7314466,-74.02581803
40.71891408,-74.04748314
40.70987385,-73.99738475
40.67382582,-73.97943745
40.69968202,-73.97255766
40.72949334,-74.03805391
40.75957756,-74.00386865
40.68942748,-73.9941836
40.72054526,-74.00964744
40.73116044,-73.99369967
40.70919896,-74.04683416
40.67147089,-74.00939814
40.75486014,-74.04767209
40.72227685,-74.00674493
40.69585911,-74.00369401
40.75310979,-73.96924857
40.73249787,-74.03747392
40.69734914,-74.02346696
40.75323969,-73.99905319
40.72296962,-74.00067056
40.72286769,-73.99659722
40.68173792,-74.02726345
40.71541412,-74.04680464
40.69775489,-73.96125225
40.75623214,-74.05060037
40.68319108,-73.95886777
40.74585602,-73.98471748
40.69935439,-74.03869441
40.67604497,-74.05508956
40.703663,-73.98701793
40.66631523,-73.99530705
40.71344736,-74.02250499
40.72019812,-74.02836031
40.72653122,-73.97675962
40.74552767,-73.9855955
40.73218562,-73.98446195
40.71622868,-73.98424024
40.66552867,-74.00680692
40.75703157,-74.00560253
40.68411394,-73.98827224
40.73850674,-74.00963802
40.75197282,-74.05584857
40.68886074,-74.0030763
40.72266331,-74.04240647
40.71215475,-74.04704919
40.69281897,-73.97179378
40.75491163,-73.96558353
40.67665638,-74.04199792
40.72829855,-73.96172819
40.73691825,-73.99488355
40.6894403,-74.03034084
40.70735501,-74.02433917
40.68423279,-74.01028251
40.71050135,-73.998867
40.73498035,-74.0243134
40.69176378,-73.98850328
40.73414375,-73.97324371
40.72652672,-73.96668283
40.68008112,-73.96663957
40.76093924,-73.9842632
40.74256216,-73.98323853
40.72049412,-74.05534244
40.73790697,-74.04094305
40.68115335,-74.02474511
40.7155522,-73.99463961
40.74623154,-74.03304023
40.67506842,-74.00643245
40.7128078,-73.99328785
40.75157855,-74.00385631
40.72774767,-74.01674129
40.75039169,-74.05510861
40.66413811,-74.04644496
40.72482201,-73.96580022
40.71913201,-73.97237107
40.68996442,-73.96997839
40.73443785,-74.04840279
40.76236598,-74.05002022
40.73600625,-74.05452021
40.68724273,-74.04850949
40.75662733,-73.96947943
40.70913713,-73.99580938
40.75725991,-73.99571076
40.73350166,-74.01300019
40.6685617,-73.97369688
40.70758185,-73.98622923
40.6898714,-74.02974843
40.69386922,-74.03213311
40.70714709,-73.99952296
40.68081168,-74.02044541
40.66495734,-74.05268732
40.72494815,-74.01234678
40.751986,-73.96378384
40.71415142,-74.04794358
40.66853869,-74.04423956
40.71476049,-73.99496028
40.6807817,-74.0066364
40.67360859,-74.00221564
40.71346904,-73.96916078
40.67589828,-74.03706087
40.75271962,-74.0541738
40.68721687,-74.05562532
40.70576596,-74.0061147
40.66857838,-74.05025465
40.75732113,-74.00495074
40.74655172,-74.01562243
40.75306549,-73.98380035
40.7016423,-73.99805466
40.74604876,-73.99351348
40.6665944,-74.00353774
40.75493714,-74.02708028
40.71267416,-73.97916536
40.73929501,-73.97713743
40.68514288,-73.95954461
40.75222001,-74.04881386
40.68579748,-74.03339544
40.73260231,-73.96923395
40.75031007,-73.99041581
40.70333374,-73.96487607
40.68648529,-73.9825836
40.74679226,-73.99272037
40.74925952,-74.04214075
40.6813162,-73.98999364
40.69956883,-74.04906742
40.75917079,-74.01731321
40.67562646,-74.02681141
40.75004839,-74.01121369
40.70827705,-73.97762416
40.71180514,-73.9689692
40.75184232,-74.02203907
40.75900974,-74.01744491
40.7470275,-73.99286883
40.74727153,-73.99472029
40.70722347,-73.97783059
40.68925471,-73.9858543
40.72075043,-74.01815933
40.66303707,-73.97927621
40.69643691,-73.95693644
40.74194526,-73.97440173
40.67180012,-73.97175383
40.69494752,-73.99591209
40.68459096,-73.99215797
40.75404289,-73.98376797
40.75231949,-73.96207726
40.66629871,-74.0447876
40.7531116,-73.99368005
40.71604959,-74.01127404
40.73560483,-73.96469085
40.75448634,-74.03341089
40.73369928,-73.96385873
40.73231751,-74.02201064
40.7106184,-73.96988732
40.73721502,-74.02561875
40.72976493,-73.9805418
40.7361461,-74.05018037
40.74651694,-74.0398921
40.66447086,-74.01910909
40.66652447,-74.02115933
40.71357801,-74.00708691
40.69276911,-74.02705342
40.70592172,-74.0502368
40.74664501,-73.99911926
40.71919225,-74.04977491
40.69840874,-74.03350839
40.71349523,-73.96086093
40.71692469,-74.00427937
40.74185506,-73.98604615
40.68320791,-74.04166166
40.75148159,-73.96707437
40.75880598,-73.98545515
40.70582432,-74.04908034
40.71958636,-73.95727966
40.68435475,-73.99272464
40.75764954,-73.98671582
40.72662286,-74.00627128
40.66954714,-73.95637149
40.67301053,-73.99209147
40.72425013,-74.03639864
40.68610785,-74.01503307
40.70218998,-73.97115669
40.67337234,-73.98913268
40.71446376,-74.02964185
40.75203727,-73.97734775
40.75773953,-74.00272393
40.72468404,-73.98650144
40.71575683,-74.01106249
40.74034909,-73.97672931
40.72883264,-73.99487635
40.68025867,-73.99974073
40.70227799,-73.95735648
40.66781986,-74.00043674
40.75026249,-74.02567333
40.75878185,-73.9676161
40.73135467,-74.01744023
40.73818572,-73.97611929
40.67692451,-73.98082473
40.70648694,-74.03586397
40.67492324,-73.96605734
40.72650159,-74.00262776
40.73289435,-73.99921982
40.76225227,-74.03668483
40.71672375,-74.05074429
40.72203652,-74.03376224
40.72070321,-73.99671071
40.73328517,-74.00142075
40.74894263,-73.9787556
40.75157713,-73.95704762
40.66644477,-73.96439995
40.66606849,-73.96192226
40.75190887,-73.96610029
40.73261773,-73.95759067
40.69339742,-73.99365897
40.66451711,-74.03202341
40.66626725,-74.02314557
40.74178992,-73.97935901
40.67869368,-73.96672215
40.74727312,-74.04898002
40.66607851,-74.01663273
40.72173733,-74.03305695
40.69184522,-73.99282956
40.73872062,-74.05120393
40.72772501,-73.96841619
40.75108875,-74.00830517
40.70933157,-73.97050844
40.73979948,-73.99448979
40.67825109,-73.97581617
40.67617726,-73.98593703
40.66534874,-74.0555873
40.71482078,-74.03536607
40.73860811,-73.99145721
40.75391051,-74.03820226
40.69637722,-74.03015883
40.7235892,-74.03372493
40.66928153,-74.0156237
40.71589009,-73.97940194
40.67437228,-73.97882284
40.67556081,-74.03766369
40.71241308,-73.98775466
40.74682168,-73.97693546
40.74589238,-73.97494018
40.74611561,-73.96730358
40.7259133,-74.05190133
40.74765858,-74.04864274
40.68491654,-74.01345565
40.74249492,-74.02947316
40.70296915,-73.99609812
40.72608198,-73.97228621
40.74719735,-73.99908456
40.74263134,-74.04167781
40.71469647,-73.98008077
40.73543603,-74.03166479
40.72307049,-73.95982477
40.68239285,-73.96948299
40.74710917,-73.98791535
40.70311129,-73.95762424
40.68626224,-73.98595473
40.73793185,-74.04141143
40.69042408,-74.05381336
40.75369056,-74.04977261
40.70980993,-73.96931251
40.68524873,-74.02355741
40.66863401,-73.99135009
40.72039427,-74.03343662
40.74647547,-74.02857718
40.68992146,-73.99246661
40.74387878,-73.97258707
40.73345909,-74.05595674
40.70536095,-74.04941743
40.74339154,-74.01169886
40.70151563,-74.03890003
40.72011977,-73.97527332
40.74645182,-74.053438
40.73466271,-74.04660751
40.66501267,-73.98751388
40.70007199,-74.00109221
40.73705088,-74.0177942
40.75308243,-74.03966234
40.68680903,-73.98196118
40.6907158,-73.99300343
40.67890167,-74.02878129
40.71578935,-74.00853607
40.66462592,-74.01135572
40.70231643,-74.01520204
40.73343028,-74.03606098
40.75592322,-74.01768868
40.66304951,-73.95807181
40.75176652,-73.97432784
40.67669583,-73.9955176
40.72834917,-74.03821824
40.7450591,-73.99558052
40.68497279,-73.97727088
40.69978745,-74.02181174
40.75774812,-74.01605396
40.71343483,-73.9963151
40.70065411,-73.97274708
40.6633825,-73.99667876
40.68678499,-74.01121959
40.70656248,-73.96734678
40.73972996,-74.02103692
40.67333243,-74.04864371
40.69820964,-74.0355058
40.7008258,-74.04501227
40.69951919,-74.02540022
40.71059919,-74.04332738
40.73458546,-74.05548765
40.71173783,-74.01352139
40.67723866,-74.00211807
40.7288794,-74.03420859
40.6762513,-74.02057646
40.74806253,-73.95688963
40.66488748,-74.02210222
40.666068,-73.9962793
40.70821865,-74.00655823
40.69996928,-73.96894114
40.74113745,-74.02685342
40.7349123,-74.02705989
40.75229947,-73.98118866
40.68726031,-74.02464312
40.66656617,-73.99009891
40.68673068,-74.02583505
40.66340729,-74.00397645
40.6686603,-74.03510735
40.73610678,-74.00659764
40.76137452,-73.99535149
40.74024788,-74.03905025
40.73288398,-74.04286149
40.68170166,-73.97818585
40.75525275,-73.96114526
40.70336246,-74.05066056
40.73116811,-73.97668898
40.72991205,-73.97269922
40.759951,-74.03514218
40.73376011,-74.04555384
40.67517735,-74.04210962
40.70022268,-74.01330139
40.6807895,-73.99714812
40.74869414,-73.98674856
40.74832714,-74.05157236
40.75809022,-73.97477272
40.68719479,-73.98497752
40.75207569,-73.99426917
40.74694565,-73.97969659
40.66299827,-74.02901429
40.71153171,-74.03034714
40.69170646,-73.9946997
40.665836,-73.97722499
40.72617687,-73.96481418
40.75423098,-73.95995779
40.74170214,-74.02877555
40.70478603,-74.0096393
40.74486806,-73.98961334
40.71654001,-74.03444307
40.74557837,-73.99697568
40.71605382,-74.01887595
40.75819419,-74.04568612
40.70220668,-74.03436518
40.67649173,-73.99583782
40.68851533,-74.04293053
40.72528716,-73.96246142
40.7554973,-74.01207693
40.67064722,-74.04351471
40.71123297,-74.0429858
40.76011144,-74.03796055
40.70892805,-73.99951031
40.66603487,-74.02909167
40.73666664,-73.98264817
40.72551429,-73.98233925
40.70722113,-73.9848686
40.68407585,-74.05400397
40.71538333,-74.01324955
40.66717116,-73.99394204
40.73810656,-74.03403987
40.70066841,-73.98732174
40.69014571,-74.02205257
40.69611526,-73.9832337
40.74806735,-74.01948872
40.72060614,-74.04008147
40.68585045,-73.98111588
40.74142032,-73.9868657
40.75344869,-73.95640943
40.75488054,-74.00307352
40.70745485,-74.020688
40.68146729,-74.00614736
40.75564142,-73.96059573
40.70451374,-74.02661499
40.75312967,-73.96012175
40.67079626,-74.04222013
40.67509737,-73.97636437
40.71045252,-73.98133159
40.75437766,-73.97380103
40.71549624,-73.95827722
40.70358372,-74.0492891
40.68976117,-74.00174745
40.67154212,-74.04252535
40.67137,-74.04795369
40.74255194,-74.018759
40.66368351,-74.02365609
40.68974478,-74.02294656
40.67365997,-73.97719976
40.72636042,-73.9845877
40.73993127,-74.01367126
40.72560584,-73.96545142
40.6676367,-74.03017198
40.67705827,-74.02643339
40.7412913,-74.02791484
40.74302207,-74.05041572
40.74059648,-73.98306382
40.75273174,-74.05527443
40.708532,-74.05033056
40.67979789,-74.03337947
40.69566163,-73.95632446
40.66584617,-73.98021197
40.73102621,-73.97359604
40.73284815,-74.01087734
40.67110836,-74.01196621
40.6733193,-73.98813511
40.71669419,-73.99394459
40.72891276,-74.0379676
40.66848071,-73.99262001
40.66422021,-73.98992179
40.68918197,-73.99702607
40.75546264,-73.99867813
40.66439156,-73.96755456
40.73769915,-74.03993293
40.66936516,-74.01192153
40.70865111,-74.02069225
40.73428661,-74.02125664
40.69962289,-73.98217945
40.68810937,-74.0475148
40.70548144,-73.98868872
40.68496121,-74.01932118
40.6796175,-74.03065898
40.68684276,-73.99461223
40.7542295,-74.00561222
40.72950081,-74.01002723
40.68447927,-73.97030788
40.68295298,-73.96089246
40.68502502,-73.98995594
40.67417464,-73.99017914
40.68133444,-73.98152667
40.7313279,-74.0189984
40.70193962,-73.97745163
40.76039738,-73.97488286
40.72111209,-73.97446046
40.70555661,-74.04587728
40.68967104,-74.0072756
40.75234641,-74.04525613
40.69219484,-73.98738973
40.70608195,-74.00818727
40.68299314,-74.03643813
40.68573061,-73.99535954
40.72469904,-73.98604305
40.68390975,-73.98909197
40.67968163,-74.0023371
40.6884961,-74.02457331
40.75512402,-73.96875833
40.69812616,-74.05155933
40.72278638,-73.97886612
40.71810047,-73.98754136
40.69721863,-73.99826327
40.72779265,-74.00900794
40.70685239,-73.99417755
40.74206051,-74.00917925
40.71123339,-73.96746406
40.75694768,-74.0095363
40.71707665,-74.02241991
40.682618,-73.99118438
40.74479647,-73.98677315
40.66348273,-73.98065092
40.74365396,-74.00941691
40.75919825,-74.05518981
40.71323604,-74.01005849
40.70914766,-74.05313815
40.69363037,-73.97822184
40.67721292,-73.98868303
40.72560571,-73.99865139
40.68869009,-74.0496548
40.68552001,-73.97857443
40.70154932,-73.99786401
40.67895075,-74.0092439
40.68987701,-73.99261896
40.71353926,-73.98277347
40.7482031,-73.98240168
40.75845402,-73.95613268
40.75659133,-74.01527061
40.70007358,-74.04719635
40.71923945,-74.04308622
40.66288646,-74.04594847
40.74893058,-73.98831029
40.74092316,-73.98110027
40.68744082,-73.96116314
40.75609099,-74.04026807
40.69731646,-73.97738013
40.67028445,-73.99977462
40.74536266,-74.04823222
40.72852304,-73.98047367
40.74303945,-73.99470507
40.68124075,-74.03757327
40.74685348,-74.01546524
40.69558821,-74.03380407
40.67236579,-74.04194646
40.69288716,-73.95859283
40.66769384,-73.96236779
40.7029099,-73.99849273
40.67701151,-73.98833604
40.67635475,-74.03315813
40.72263205,-74.00624058
